,id,name,artists,genres,popularity,added_at,danceability,energy,instrumentalness,tempo,valence
164,4CFlaEtdgeu4mFmnUApAyl,Bortom Träden,['Erik Reno'],['ambient guitar'],49,2022-12-09 15:29:46+00:00,0.446,0.0586,0.85,124.019,0.111
165,3RlwtjeKhemCfiPvwMFozS,Malibu,['Matthew Harvey'],['ambient guitar'],49,2022-12-09 15:29:46+00:00,0.435,0.154,0.85,148.1,0.0799
166,5DP6ow4t5Mmfge0fMRhSJD,Bloom,['Hilder Sky'],[],48,2022-12-09 15:29:46+00:00,0.249,0.129,0.839,70.59,0.253
167,0efOqjQkOgWPEZTzAZSB6j,Los Feliz,['Search For Atlantis'],['background music'],48,2022-12-09 15:29:46+00:00,0.575,0.373,0.898,74.975,0.123
168,2T2EemW8X3GlKvJe1gxpBC,Found,['Martin Gauffin'],"['background music', 'calming instrumental', 'focus']",50,2022-12-09 15:29:46+00:00,0.517,0.397,0.867,100.005,0.195
169,0gUAGl4nHShy1dzHikQKKU,Crystal Shores,['Dean Valio'],[],48,2022-12-09 15:29:46+00:00,0.482,0.0257,0.923,109.98,0.144
170,7d44sL4znFm5HZ6ltUVqbI,Follow me,['Andre Ehmann'],[],48,2022-12-09 15:29:46+00:00,0.475,0.109,0.948,99.008,0.405
171,22KKy6ftT0i4nyGNCbwc1B,Petrichor,['Cecelya'],['background music'],49,2022-12-09 15:29:46+00:00,0.319,0.122,0.905,70.263,0.214
172,7bKMZYXVYzGMvnHiRDCmjy,Clear Skies,['Dhyana Thomas'],['background music'],48,2022-12-09 15:29:46+00:00,0.421,0.136,0.89,110.036,0.0505
173,7u7dK1IXsG4jdB6bK9PCFm,Lucid Alchemy,['Ruud Vanderwege'],['background music'],49,2022-12-09 15:29:46+00:00,0.437,0.0465,0.923,119.958,0.1
174,6oJIMUBDopuFljMNBFrq9Z,Progress,['Ever So Blue'],['background piano'],53,2022-12-09 15:29:46+00:00,0.268,0.0234,0.929,99.734,0.0382
175,2AvDzQfRf5Bx8PX0qRWLRc,In the Clouds,['Astron'],"['background music', 'focus']",50,2022-12-09 15:29:46+00:00,0.318,0.0466,0.936,73.629,0.0384
176,2PlPzw2QFgaGfGNxf6yxf4,Drifting,['Silje Månsson'],[],48,2022-12-09 15:29:46+00:00,0.245,0.0349,0.938,84.674,0.039
177,0VZSqwbrOlZxOEakvAQX5a,Arriving,['Hilder Sky'],[],49,2022-12-09 15:29:46+00:00,0.281,0.00943,0.964,70.348,0.0384
178,1h7XRTgZYY0TYDjYDnLfju,Moment of Clarity,['Light Bin'],[],49,2022-12-09 15:29:46+00:00,0.18,0.18,0.94,64.105,0.0713
179,5H14dJbhKeaU1ffTMmIGJi,Observations From A Faraway Place,['Rannar Sillard'],"['background music', 'focus']",51,2022-12-09 15:29:46+00:00,0.176,0.117,0.885,76.125,0.142
180,5HCMc28iow2u67EgxHejfZ,Chasing Love,['Mondbery'],[],48,2022-12-09 15:29:46+00:00,0.28,0.0966,0.708,94.254,0.112
181,45RDZot29LxXjoTpdayF7w,Waiting,['Sheltered Solitude'],['background music'],48,2022-12-09 15:29:46+00:00,0.331,0.0778,0.919,106.781,0.0666
182,0mEtQh163dmE6NjbaPqf6o,Last Night,['Jedisol'],['background music'],49,2022-12-09 15:29:46+00:00,0.128,0.0672,0.863,179.527,0.0971
183,237AfZdkhsFMTS2mbafjpG,L'anniversaire,['William Keats'],['background music'],48,2022-12-09 15:29:46+00:00,0.336,0.0866,0.765,63.942,0.0601
184,7hQiWMz4Xisr6c5VdBsPKT,Final Mid,['Sebastián Escofet'],"['argentine ambient', 'background music', 'calming instrumental', 'latin soundtrack']",49,2022-12-09 15:29:46+00:00,0.488,0.0549,0.943,65.011,0.122
185,2MlOFHc3MfkTIRVGGCM4HL,Ether,['Jakob Ahlbom'],"['background music', 'calming instrumental', 'focus']",49,2022-12-09 15:29:46+00:00,0.64,0.347,0.924,115.013,0.0749
186,65hchHuhzbGL5gJ3wxkQh0,Dreams Of Another Reality,['August Wilhelmsson'],"['background music', 'focus']",50,2022-12-09 15:29:46+00:00,0.571,0.226,0.934,119.976,0.255
187,2IqOZtwGjYV9sko1NCzbKI,White Waves,['Cooper Sams'],"['background music', 'focus']",48,2022-12-09 15:29:46+00:00,0.492,0.237,0.883,116.083,0.0519
188,7pR7yPgbYcipmTUHT5g68p,Dakota,['Sheltered Solitude'],['background music'],50,2022-12-09 15:29:46+00:00,0.236,0.257,0.83,137.626,0.153
189,1AzBMkqhcv8KKyCYc2A1C2,Seeming,['Helios'],"['ambient', 'compositional ambient', 'space ambient']",50,2022-12-09 15:29:46+00:00,0.172,0.222,0.808,74.914,0.0392
190,2dqeTHHeyLioSSCn9L3xbc,Timeless,['Orchestrate the Universe'],[],49,2022-12-09 15:29:46+00:00,0.558,0.263,0.941,111.364,0.0523
191,6dRo3av1dw6j1IrdKZaCQL,Willow - Instrumental Version,['Seth Luke'],['instrumental lullaby'],49,2022-12-09 15:29:46+00:00,0.263,0.135,0.971,77.288,0.31
